research_id,index_ai_intro_date,index_ai_intro_month,membership_tenure_days_at_index,ai_intro_count_total,ai_intro_count_first_30d,ai_intro_count_first_60d,ai_intro_count_first_90d,unique_members_introduced_count,matching_cycles_participated,first_vs_recurring_intro,average_group_size,repeat_match_count,repeat_match_rate,average_pair_score,median_pair_score,minimum_pair_score,maximum_pair_score,average_ai_correlation_score,matching_source_category,matching_algorithm_version,matching_pool_size,network_density_category,intro_delivered_count,successful_delivery_rate,retained_30d,retained_60d,retained_90d,retained_120d,retained_180d,days_from_index_to_service_end,valid_access_at_analysis_date,number_of_previous_introductions
R000367,2026-09-01,2026-09,261,1,1,1,1,2,1,1,3,0,0,0.615265,0.615265,0.601476,0.629054,0,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,2
R000368,2026-09-01,2026-09,300,1,1,1,1,2,1,1,3,1,0.0909,0.740089,0.740089,0.656141,0.824037,0.589102,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,5
R000369,2026-09-01,2026-09,379,1,1,1,1,2,1,1,3,0,0,0.599649,0.599649,0.501131,0.698166,0.609141,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,8
R000370,2026-09-01,2026-09,178,1,1,1,1,2,1,1,3,0,0,0.746299,0.746299,0.672429,0.820168,0.138893,ai_unified_email_engine,14,18,low_density,1,1,,,,,,,1,1
R000371,2026-09-01,2026-09,54,1,1,1,1,2,1,0,3,0,0,0.585596,0.585596,0.553044,0.618148,0.592515,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,0
R000372,2026-09-01,2026-09,248,1,1,1,1,2,1,1,3,0,0,0.499589,0.499589,0.469857,0.529321,0.413739,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,4
R000373,2026-09-01,2026-09,249,1,1,1,1,2,1,1,3,0,0,0.696539,0.696539,0.679724,0.713353,0.569599,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,4
R000374,2026-09-01,2026-09,232,1,1,1,1,2,1,1,3,0,0,0.579192,0.579192,0.560948,0.597436,0.155493,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,3
R000375,2026-09-01,2026-09,185,1,1,1,1,2,1,1,3,0,0,0.799432,0.799432,0.758668,0.840195,0.590457,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,2
R000376,2026-09-01,2026-09,38,1,1,1,1,2,1,0,3,0,0,0.791414,0.791414,0.746291,0.836537,0.507293,ai_unified_email_engine,14,69,high_density,1,1,,,,,,,1,0
R000377,2026-09-01,2026-09,246,1,1,1,1,2,1,1,3,1,0.1111,0.62238,0.62238,0.537217,0.707542,0.266674,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,4
R000378,2026-09-01,2026-09,264,1,1,1,1,2,1,1,3,0,0,0.833037,0.833037,0.828168,0.837906,0.512164,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,4
R000379,2026-09-01,2026-09,380,1,1,1,1,2,1,1,3,0,0,0.503745,0.503745,0.502379,0.505111,0.577278,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,8
R000380,2026-09-01,2026-09,168,1,1,1,1,2,1,1,3,0,0,0.729113,0.729113,0.699576,0.758649,0.381793,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,15,0,1
R000381,2026-09-01,2026-09,219,1,1,1,1,2,1,1,3,0,0,0.738748,0.738748,0.691075,0.78642,0.576467,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,3
R000382,2026-09-01,2026-09,162,1,1,1,1,2,1,1,3,0,0,0.598847,0.598847,0.434154,0.763539,0.568058,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,1
R000383,2026-09-01,2026-09,162,1,1,1,1,2,1,1,3,0,0,0.569405,0.569405,0.51159,0.62722,0.612909,ai_unified_email_engine,14,28,medium_density,1,1,,,,,,,1,1
R000384,2026-09-01,2026-09,235,1,1,1,1,2,1,1,3,0,0,0.502493,0.502493,0.500313,0.504673,0.562585,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,3
R000385,2026-09-01,2026-09,355,1,1,1,1,2,1,1,3,0,0,0.673818,0.673818,0.527684,0.819952,0.410268,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,7
R000386,2026-09-01,2026-09,356,1,1,1,1,2,1,1,3,0,0,0.841858,0.841858,0.841753,0.841963,0.544468,ai_unified_email_engine,14,23,low_density,1,1,,,,,,,1,7
R000387,2026-09-01,2026-09,359,1,1,1,1,2,1,1,3,0,0,0.70693,0.70693,0.589376,0.824484,0.556619,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,7
R000388,2026-09-01,2026-09,287,1,1,1,1,2,1,1,3,0,0,0.542409,0.542409,0.531936,0.552881,0,ai_unified_email_engine,14,30,medium_density,1,1,,,,,,,1,5
R000389,2026-09-01,2026-09,194,1,1,1,1,2,1,1,3,0,0,0.596084,0.596084,0.575746,0.616421,0.549176,ai_unified_email_engine,14,17,low_density,1,1,,,,,,,1,2
R000390,2026-09-01,2026-09,261,1,1,1,1,2,1,1,3,0,0,0.577363,0.577363,0.568182,0.586544,0.107727,ai_unified_email_engine,14,48,high_density,1,1,,,,,,13,0,3
R000391,2026-09-01,2026-09,166,1,1,1,1,2,1,1,3,1,0.3333,0.820313,0.820313,0.797814,0.842812,0.546121,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,1
R000392,2026-09-01,2026-09,356,1,1,1,1,2,1,1,3,0,0,0.465204,0.465204,0.428337,0.50207,0.284899,ai_unified_email_engine,14,22,low_density,1,1,,,,,,,1,7
R000393,2026-09-01,2026-09,321,1,1,1,1,2,1,1,3,0,0,0.819857,0.819857,0.8193,0.820413,0.583906,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,6
R000394,2026-09-01,2026-09,390,1,1,1,1,2,1,1,3,0,0,0.673066,0.673066,0.627129,0.719003,0.523743,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,8
R000395,2026-09-01,2026-09,354,1,1,1,1,2,1,1,3,0,0,0.781467,0.781467,0.749133,0.813801,0.559727,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,7
R000396,2026-09-01,2026-09,85,1,1,1,1,2,1,0,3,0,0,0.795697,0.795697,0.795142,0.796251,0.560711,ai_unified_email_engine,14,19,low_density,1,1,,,,,,,1,0
R000397,2026-09-01,2026-09,352,1,1,1,1,2,1,1,3,0,0,0.53303,0.53303,0.527684,0.538375,0.276034,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,7
R000398,2026-09-01,2026-09,341,1,1,1,1,2,1,1,3,0,0,0.779256,0.779256,0.755789,0.802723,0.563679,ai_unified_email_engine,14,130,high_density,1,1,,,,,,1,0,3
R000399,2026-09-01,2026-09,203,1,1,1,1,2,1,1,3,1,0.2,0.701977,0.701977,0.618824,0.78513,0.560964,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,2
R000400,2026-09-01,2026-09,366,1,1,1,1,2,1,1,3,1,0.0588,0.806573,0.806573,0.795722,0.817424,0.575977,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,8
R000401,2026-09-01,2026-09,377,1,1,1,1,2,1,1,3,0,0,0.645313,0.645313,0.497941,0.792685,0,ai_unified_email_engine,14,72,high_density,1,1,,,,,,,1,3
R000402,2026-09-01,2026-09,232,1,1,1,1,2,1,1,3,0,0,0.569926,0.569926,0.562033,0.577819,0.379259,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,3
R000403,2026-09-01,2026-09,292,1,1,1,1,2,1,1,3,0,0,0.465166,0.465166,0.410604,0.519728,0.5647,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,,1,5
R000404,2026-09-01,2026-09,247,1,1,1,1,2,1,1,3,0,0,0.811158,0.811158,0.779941,0.842374,0.552247,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,4
R000405,2026-09-01,2026-09,174,1,1,1,1,1,1,1,2,0,0,0.384961,0.384961,0.384961,0.384961,0,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,1
R000406,2026-09-01,2026-09,266,1,1,1,1,2,1,1,3,0,0,0.42719,0.42719,0.301261,0.553119,0.337607,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,4
R000407,2026-09-01,2026-09,190,1,1,1,1,2,1,1,3,0,0,0.739777,0.739777,0.621871,0.857683,0.680049,ai_unified_email_engine,14,8,very_low_density,1,1,,,,,,,1,2
R000408,2026-09-01,2026-09,339,1,1,1,1,2,1,1,3,0,0,0.548316,0.548316,0.508761,0.58787,0.461443,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,7
R000409,2026-09-01,2026-09,236,1,1,1,1,2,1,1,3,0,0,0.458471,0.458471,0.311815,0.605126,0.288773,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,3
R000410,2026-09-01,2026-09,379,1,1,1,1,2,1,1,3,0,0,0.653196,0.653196,0.548782,0.757609,0.128729,ai_unified_email_engine,14,72,high_density,1,1,,,,,,,1,8
R000411,2026-09-01,2026-09,391,1,1,1,1,3,1,1,4,2,0.1429,0.44433,0.451138,0.408257,0.473595,0.553414,ai_unified_email_engine,14,7,very_low_density,1,1,,,,,,,1,7
R000412,2026-09-01,2026-09,342,1,1,1,1,2,1,1,3,2,0.1429,0.662126,0.662126,0.630094,0.694157,0.249222,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,7
R000413,2026-09-01,2026-09,333,1,1,1,1,2,1,1,3,0,0,0.730706,0.730706,0.699576,0.761835,0.224957,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,,1,7
R000414,2026-09-01,2026-09,270,1,1,1,1,2,1,1,3,0,0,0.763245,0.763245,0.747902,0.778587,0.572981,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,5
R000415,2026-09-01,2026-09,315,1,1,1,1,2,1,1,3,0,0,0.808236,0.808236,0.800448,0.816024,0.538873,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,6
R000416,2026-09-01,2026-09,251,1,1,1,1,2,1,1,3,0,0,0.745569,0.745569,0.730306,0.760831,0.282601,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,,1,4
R000417,2026-09-01,2026-09,325,1,1,1,1,2,1,1,3,0,0,0.799913,0.799913,0.761533,0.838292,0.552986,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,8
R000418,2026-09-01,2026-09,222,1,1,1,1,2,1,1,3,0,0,0.601646,0.601646,0.465529,0.737763,0.246297,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,3
R000419,2026-09-01,2026-09,276,1,1,1,1,2,1,1,3,2,0.25,0.688455,0.688455,0.569564,0.807346,0.555994,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,4
R000420,2026-09-01,2026-09,341,1,1,1,1,2,1,1,3,1,0.0667,0.609484,0.609484,0.602132,0.616836,0.58307,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,7
R000421,2026-09-01,2026-09,196,1,1,1,1,2,1,1,3,0,0,0.602427,0.602427,0.584924,0.619929,0.600687,ai_unified_email_engine,14,15,low_density,1,1,,,,,,,1,2
R000422,2026-09-01,2026-09,336,1,1,1,1,2,1,1,3,0,0,0.570389,0.570389,0.530438,0.610339,0.602873,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,7
R000423,2026-09-01,2026-09,243,1,1,1,1,2,1,1,3,0,0,0.441192,0.441192,0.436104,0.44628,0.214732,ai_unified_email_engine,14,30,medium_density,1,1,,,,,,,1,4
R000424,2026-09-01,2026-09,210,1,1,1,1,2,1,1,3,0,0,0.791192,0.791192,0.739355,0.843029,0.279102,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,3
R000425,2026-09-01,2026-09,193,1,1,1,1,2,1,1,3,0,0,0.560732,0.560732,0.489361,0.632102,0,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,2
R000426,2026-09-01,2026-09,342,1,1,1,1,2,1,1,3,0,0,0.805625,0.805625,0.789694,0.821556,0.603201,ai_unified_email_engine,14,72,high_density,1,1,,,,,,,1,7
R000427,2026-09-01,2026-09,315,1,1,1,1,2,1,1,3,0,0,0.62904,0.62904,0.61361,0.64447,0.543255,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,6
R000428,2026-09-01,2026-09,162,1,1,1,1,2,1,1,3,0,0,0.843074,0.843074,0.840888,0.845259,0.558732,ai_unified_email_engine,14,48,high_density,1,1,,,,,,,1,1
R000429,2026-09-01,2026-09,199,1,1,1,1,2,1,1,3,0,0,0.596016,0.596016,0.564626,0.627405,0.288645,ai_unified_email_engine,14,17,low_density,1,1,,,,,,,1,2
R000430,2026-09-01,2026-09,238,1,1,1,1,2,1,1,3,0,0,0.489235,0.489235,0.4843,0.494169,0.300159,ai_unified_email_engine,14,27,medium_density,1,1,,,,,,,1,4
R000431,2026-09-01,2026-09,18,1,1,1,1,2,1,0,3,0,0,0.602932,0.602932,0.592708,0.613155,0.37814,ai_unified_email_engine,14,30,medium_density,1,1,,,,,,,1,0
R000432,2026-09-01,2026-09,206,1,1,1,1,2,1,1,3,1,0.1429,0.593399,0.593399,0.555339,0.631459,0.583274,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,0,0,3
R000433,2026-09-01,2026-09,296,1,1,1,1,2,1,1,3,1,0.0909,0.674689,0.674689,0.625763,0.723614,0.525392,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,5
R000434,2026-09-01,2026-09,320,1,1,1,1,2,1,1,3,0,0,0.603908,0.603908,0.590394,0.617422,0.311542,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,6
R000435,2026-09-01,2026-09,244,1,1,1,1,2,1,1,3,0,0,0.823129,0.823129,0.808938,0.837319,0.62067,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,4
R000436,2026-09-01,2026-09,338,1,1,1,1,2,1,1,3,0,0,0.593946,0.593946,0.52229,0.665601,0.138408,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,7
R000437,2026-09-01,2026-09,286,1,1,1,1,2,1,1,3,0,0,0.464594,0.464594,0.320578,0.60861,0.144258,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,0,0,5
R000438,2026-09-01,2026-09,314,1,1,1,1,2,1,1,3,0,0,0.690054,0.690054,0.61913,0.760977,0.591512,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,6
R000439,2026-09-01,2026-09,316,1,1,1,1,2,1,1,3,0,0,0.617606,0.617606,0.616377,0.618834,0.579906,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,6
R000440,2026-09-01,2026-09,300,1,1,1,1,2,1,1,3,0,0,0.543776,0.543776,0.500714,0.586838,0,ai_unified_email_engine,14,49,high_density,1,1,,,,,,,1,3
R000441,2026-09-01,2026-09,247,1,1,1,1,3,1,1,4,1,0.1,0.565373,0.574767,0.500698,0.620655,0.59802,ai_unified_email_engine,14,7,very_low_density,1,1,,,,,,,1,4
R000442,2026-09-01,2026-09,259,1,1,1,1,2,1,1,3,0,0,0.574493,0.574493,0.555562,0.593423,0.563949,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,0,0,4
R000443,2026-09-01,2026-09,340,1,1,1,1,2,1,1,3,1,0.0667,0.698718,0.698718,0.618148,0.779288,0.586478,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,7
R000444,2026-09-01,2026-09,261,1,1,1,1,2,1,1,3,1,0.1429,0.511759,0.511759,0.45966,0.563857,0.533592,ai_unified_email_engine,14,8,very_low_density,1,1,,,,,,0,0,3
R000445,2026-09-01,2026-09,245,1,1,1,1,2,1,1,3,1,0.1111,0.703331,0.703331,0.645105,0.761556,0.288005,ai_unified_email_engine,14,72,high_density,1,1,,,,,,,1,4
R000446,2026-09-01,2026-09,173,1,1,1,1,2,1,1,3,0,0,0.647762,0.647762,0.640901,0.654623,0.526212,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,1
R000447,2026-09-01,2026-09,385,1,1,1,1,2,1,1,3,0,0,0.383525,0.383525,0.372812,0.394238,0.660716,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,8
R000448,2026-09-01,2026-09,234,1,1,1,1,2,1,1,3,0,0,0.67975,0.67975,0.573391,0.786108,0.543077,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,3
R000449,2026-09-01,2026-09,240,1,1,1,1,2,1,1,3,0,0,0.519032,0.519032,0.413492,0.624572,0.586985,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,3
R000450,2026-09-01,2026-09,385,1,1,1,1,2,1,1,3,1,0.0588,0.805059,0.805059,0.771067,0.839051,0.519708,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,8
R000451,2026-09-01,2026-09,209,1,1,1,1,2,1,1,3,0,0,0.601136,0.601136,0.508339,0.693933,0.568264,ai_unified_email_engine,14,49,high_density,1,1,,,,,,,1,2
R000452,2026-09-01,2026-09,114,1,1,1,1,2,1,0,3,0,0,0.492321,0.492321,0.492321,0.492321,0,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,0
R000453,2026-09-01,2026-09,352,1,1,1,1,2,1,1,3,0,0,0.706042,0.706042,0.610066,0.802017,0.576118,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,7
R000454,2026-09-01,2026-09,115,1,1,1,1,2,1,0,3,0,0,0.699012,0.699012,0.615975,0.782049,0.579222,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,0
R000455,2026-09-01,2026-09,298,1,1,1,1,2,1,1,3,1,0.0909,0.677622,0.677622,0.640798,0.714446,0.570777,ai_unified_email_engine,14,19,low_density,1,1,,,,,,,1,5
R000456,2026-09-01,2026-09,291,1,1,1,1,2,1,1,3,0,0,0.554054,0.554054,0.539799,0.568309,0.606555,ai_unified_email_engine,14,56,high_density,1,1,,,,,,0,0,5
R000457,2026-09-01,2026-09,235,1,1,1,1,2,1,1,3,0,0,0.836533,0.836533,0.834268,0.838798,0.542826,ai_unified_email_engine,14,27,medium_density,1,1,,,,,,,1,3
R000458,2026-09-01,2026-09,232,1,1,1,1,2,1,1,3,1,0.1429,0.650567,0.650567,0.577244,0.723889,0.368441,ai_unified_email_engine,14,28,medium_density,1,1,,,,,,,1,3
R000459,2026-09-01,2026-09,254,1,1,1,1,2,1,1,3,0,0,0.797041,0.797041,0.773376,0.820705,0.611838,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,4
R000460,2026-09-01,2026-09,231,1,1,1,1,2,1,1,3,0,0,0.71152,0.71152,0.691075,0.731964,0.578372,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,3
R000461,2026-09-01,2026-09,138,1,1,1,1,2,1,0,3,0,0,0.626967,0.626967,0.493295,0.760639,0.296804,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,0
R000462,2026-09-01,2026-09,301,1,1,1,1,2,1,1,3,0,0,0.687483,0.687483,0.539893,0.835074,0.517349,ai_unified_email_engine,14,9,very_low_density,1,1,,,,,,,1,6
R000463,2026-09-01,2026-09,213,1,1,1,1,2,1,1,3,0,0,0.709828,0.709828,0.591935,0.827721,0.504482,ai_unified_email_engine,14,13,low_density,1,1,,,,,,,1,2
R000464,2026-09-01,2026-09,301,1,1,1,1,2,1,1,3,0,0,0.837837,0.837837,0.834268,0.841405,0.539892,ai_unified_email_engine,14,27,medium_density,1,1,,,,,,0,0,6
R000465,2026-09-01,2026-09,269,1,1,1,1,2,1,1,3,0,0,0.499614,0.499614,0.408553,0.590675,0.588772,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,,1,5
R000466,2026-09-01,2026-09,159,1,1,1,1,2,1,1,3,0,0,0.781487,0.781487,0.76864,0.794334,0.493429,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,1
R000467,2026-09-01,2026-09,233,1,1,1,1,2,1,1,3,0,0,0.437708,0.437708,0.400202,0.475214,0.28746,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,3
R000468,2026-09-01,2026-09,193,1,1,1,1,2,1,1,3,0,0,0.579867,0.579867,0.568031,0.591703,0.547088,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,2
R000469,2026-09-01,2026-09,248,1,1,1,1,2,1,1,3,0,0,0.641017,0.641017,0.573467,0.708567,0.515181,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,7,0,4
R000470,2026-09-01,2026-09,253,1,1,1,1,2,1,1,3,0,0,0.794061,0.794061,0.789983,0.798138,0.57981,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,4
R000471,2026-09-01,2026-09,202,1,1,1,1,2,1,1,3,0,0,0.731985,0.731985,0.620756,0.843214,0.588624,ai_unified_email_engine,14,8,very_low_density,1,1,,,,,,,1,2
R000472,2026-09-01,2026-09,270,1,1,1,1,2,1,0,3,0,0,0.66631,0.66631,0.503004,0.829615,0.524261,ai_unified_email_engine,14,42,high_density,1,1,,,,,,0,0,0
R000473,2026-09-01,2026-09,233,1,1,1,1,2,1,1,3,0,0,0.720517,0.720517,0.639016,0.802017,0.595041,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,3
R000474,2026-09-01,2026-09,248,1,1,1,1,2,1,1,3,0,0,0.746198,0.746198,0.723623,0.768773,0.557753,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,4
R000475,2026-09-01,2026-09,70,1,1,1,1,2,1,0,3,0,0,0.707142,0.707142,0.702208,0.712075,0.570247,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,0
R000476,2026-09-01,2026-09,317,1,1,1,1,2,1,1,3,1,0.0769,0.685752,0.685752,0.571819,0.799684,0.566946,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,6
R000477,2026-09-01,2026-09,230,1,1,1,1,2,1,1,3,0,0,0.588803,0.588803,0.551934,0.625671,0.5606,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,3
R000478,2026-09-01,2026-09,270,1,1,1,1,2,1,1,3,0,0,0.490676,0.490676,0.485164,0.496189,0.518207,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,5
R000479,2026-09-01,2026-09,256,1,1,1,1,2,1,1,3,2,0.25,0.628386,0.628386,0.540212,0.716559,0.298763,ai_unified_email_engine,14,9,very_low_density,1,1,,,,,,,1,4
R000480,2026-09-01,2026-09,160,1,1,1,1,2,1,1,3,0,0,0.814231,0.814231,0.785453,0.843008,0.555579,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,1
R000481,2026-09-01,2026-09,271,1,1,1,1,3,1,1,4,1,0.0833,0.687649,0.693341,0.601067,0.768539,0.577788,ai_unified_email_engine,14,22,low_density,1,1,,,,,,2,0,5
R000482,2026-09-01,2026-09,265,1,1,1,1,1,1,1,2,1,0.125,0.752771,0.752771,0.752771,0.752771,0.522764,ai_unified_email_engine,14,20,low_density,1,1,,,,,,9,0,4
R000483,2026-09-01,2026-09,334,1,1,1,1,2,1,1,3,0,0,0.639938,0.639938,0.587436,0.69244,0.528124,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,7
R000484,2026-09-01,2026-09,398,1,1,1,1,2,1,1,3,1,0.0556,0.65808,0.65808,0.621904,0.694256,0.52143,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,9
R000485,2026-09-01,2026-09,271,1,1,1,1,2,1,1,3,0,0,0.811499,0.811499,0.781354,0.841644,0.554764,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,5
R000486,2026-09-01,2026-09,20,1,1,1,1,2,1,0,3,0,0,0.742907,0.742907,0.732562,0.753251,0.568335,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,0
R000487,2026-09-01,2026-09,85,1,1,1,1,2,1,0,3,0,0,0.493735,0.493735,0.480587,0.506882,0,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,0
R000488,2026-09-01,2026-09,340,1,1,1,1,2,1,1,3,0,0,0.756652,0.756652,0.755486,0.757818,0.433338,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,7
R000489,2026-09-01,2026-09,130,1,1,1,1,2,1,0,3,0,0,0.824601,0.824601,0.822002,0.8272,0.578947,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,0
R000490,2026-09-01,2026-09,240,1,1,1,1,2,1,1,3,0,0,0.712635,0.712635,0.618173,0.807097,0.624346,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,4
R000491,2026-09-01,2026-09,313,1,1,1,1,2,1,1,3,0,0,0.782565,0.782565,0.746221,0.818909,0.54382,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,6
R000492,2026-09-01,2026-09,118,1,1,1,1,2,1,0,3,0,0,0.638189,0.638189,0.516736,0.759641,0.446721,ai_unified_email_engine,14,6,very_low_density,1,1,,,,,,,1,0
R000493,2026-09-01,2026-09,290,1,1,1,1,2,1,1,3,0,0,0.491691,0.491691,0.474548,0.508834,0.225665,ai_unified_email_engine,14,12,low_density,1,1,,,,,,,1,4
R000494,2026-09-01,2026-09,235,1,1,1,1,2,1,1,3,0,0,0.632319,0.632319,0.535766,0.728873,0.616007,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,3
R000495,2026-09-01,2026-09,118,1,1,1,1,2,1,0,3,0,0,0.784553,0.784553,0.766383,0.802723,0.624996,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,0
R000496,2026-09-01,2026-09,237,1,1,1,1,2,1,1,3,0,0,0.63231,0.63231,0.618173,0.646446,0.595559,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,3
R000497,2026-09-01,2026-09,245,1,1,1,1,2,1,1,3,0,0,0.817892,0.817892,0.809009,0.826775,0.560256,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,4
R000498,2026-09-01,2026-09,356,1,1,1,1,2,1,1,3,0,0,0.702294,0.702294,0.599669,0.804919,0.496988,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,7
R000499,2026-09-01,2026-09,136,1,1,1,1,2,1,0,3,0,0,0.794708,0.794708,0.77673,0.812685,0.482829,ai_unified_email_engine,14,25,medium_density,1,1,,,,,,,1,0
R000500,2026-09-01,2026-09,196,1,1,1,1,2,1,1,3,0,0,0.755338,0.755338,0.709997,0.80068,0.511564,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,2
R000501,2026-09-01,2026-09,125,1,1,1,1,2,1,0,3,0,0,0.539811,0.539811,0.492185,0.587436,0.553523,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,0
R000502,2026-09-01,2026-09,270,1,1,1,1,2,1,1,3,1,0.0909,0.548167,0.548167,0.435501,0.660833,0.556127,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,,1,5
R000503,2026-09-01,2026-09,337,1,1,1,1,2,1,1,3,0,0,0.478896,0.478896,0.477804,0.479988,0,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,4
R000504,2026-09-01,2026-09,308,1,1,1,1,2,1,1,3,1,0.0769,0.512967,0.512967,0.409483,0.61645,0.577972,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,6
R000505,2026-09-01,2026-09,332,1,1,1,1,2,1,1,3,0,0,0.697846,0.697846,0.613421,0.782271,0.557634,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,6
R000506,2026-09-01,2026-09,190,1,1,1,1,2,1,1,3,0,0,0.726771,0.726771,0.646446,0.807097,0.615786,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,1
R000507,2026-09-01,2026-09,371,1,1,1,1,2,1,1,3,0,0,0.787916,0.787916,0.772994,0.802838,0.570935,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,8
